id,question,prob,resolution,calibration_err,brier,nr_bettors,volume,attention_q,avg_bet
QGgfukTiGRZTo5ACvSRW,Will SpaceX launch IFT-3 by February AND successfully demonstrate in-orbit propellant transfer?,0.0,0,0.0,0.0,12,7283.336841731729,Q4_sophisticated,606.9447368109774
RcsnSEgsu0,Will Trump or Elon acknowledge the Trumpets of Patriots before the 2025 Australian election?,0.014828229375412,0,0.014828229375412,0.0002198763864098,10,7904.448691772091,Q4_sophisticated,790.4448691772091
QkPbYZjTW7JLBh6L82LG,Will SpaceX launch IFT-3 by August AND successfully demonstrate in-orbit propellant transfer?,0.0,0,0.0,0.0,10,6133.362965537951,Q4_sophisticated,613.3362965537951
V4VovIJOG3X6SKIOZyy0,Will Starship blow up on the pad today?,0.01,0,0.01,0.0001,10,2123.028553850644,Q3_large,212.30285538506442
cculy81nxCCunbR4nZB9,Will SpaceX attempt to employ hot staging in the next Starship–Superheavy flight test?,1.0,1,0.0,0.0,10,42120.15021930583,Q4_sophisticated,4212.015021930583
cJrwXuCwGOjvristly9e,Will SpaceX launch IFT-3 by November AND successfully demonstrate in-orbit propellant transfer?,0.0,0,0.0,0.0,8,4268.215199783231,Q4_sophisticated,533.5268999729038
1U0azDf5pSXf93D3Cx03,Will SpaceX launch IFT-3 by October AND successfully demonstrate in-orbit propellant transfer?,0.0,0,0.0,0.0,7,4080.373598446272,Q4_sophisticated,582.9105140637531
I8VQ2uiuarY2lNJLUO6V,Will SpaceX launch IFT-3 by September AND successfully demonstrate in-orbit propellant transfer?,0.0,0,0.0,0.0,6,3096.2492920510977,Q4_sophisticated,516.041548675183
jbrmhbfszr,Will the US government announce new fines against SpaceX this year?,0.3076923076923079,0,0.3076923076923079,0.0946745562130178,3,50.0,Q1_retail,16.666666666666668
50dA2Q2gqc,"Tesla to release Model Y variant below $40,000 in the US in October 2025?",0.7857646297703438,1,0.2142353702296562,0.0458967938574378,11,436.3794536662465,Q1_retail,39.670859424204224
N9uhthpS8h,Did Tesla defraud the Canadian government by falsifying sales figures in January 2025?,0.01,0,0.01,0.0001,25,5584.703793542718,Q3_large,223.38815174170873
LOdMR4HFQYPqzMHR5JpP,"Will Tesla Vehicle deliveries Q4 2023 exceed 500,000?",0.0,0,0.0,0.0,76,44834.51627486992,Q4_sophisticated,589.9278457219726
UWo4AxtUOh49Us6AITkW,Will Tesla sell its first Semi in 2022?,0.9013167463457756,1,0.0986832536542242,0.0097383845517839,37,16715.781856075933,Q3_large,451.77788800205224
mfy4tHyLbHNqiOe3U3R2,"Will Tesla Vehicle production q4 2023 exceed 500,000?",0.0,0,0.0,0.0,26,10517.765600483648,Q3_large,404.529446172448
MxAshbSCOqBmTQssTp1b,"Will Tesla Vehicle production Q1 2024 exceed 500,000?",0.0,0,0.0,0.0,21,12841.948793075291,Q4_sophisticated,611.5213710988234
cdN5gcP68N,Will Tesla announce an FSD Licensing deal during Earnings/company update on 4/22/2025?,0.1757925695929345,0,0.1757925695929345,0.0309030275240867,20,2038.005192602804,Q2_small,101.9002596301402
19CWMxD5GzgnH6j4gR6K,Will tesla (TSLA) beat the current estimate of 0.67 $/share on the next earning on April 17 2024?,0.09,0,0.09,0.0081,14,714.0,Q1_retail,51.0
vk40JsqPzOKxmiFQskZx,"Will Tesla Vehicle deliveries Q1 2024 exceed 500,000?",0.0,0,0.0,0.0,14,13203.962341560851,Q4_sophisticated,943.1401672543465
U1hWS0hHe9A4WBlQN4AB,Will Tesla (TSLA) Report $25 Billion Or Higher In Revenue On Earnings Release 07/19/2023?,0.24,0,0.24,0.0576,10,275.6325433120385,Q1_retail,27.563254331203847
XqcUsnEk6pEFTgkmRvRu,Will Tesla beat on earnings October 18?,0.0,0,0.0,0.0,9,4760.202038265153,Q4_sophisticated,528.911337585017
u0yC28gZPA,Twitter (X) has another major outage before 2026?,0.9006997453765652,1,0.0993002546234348,0.0098605405682789,14,2881.8086854855887,Q3_large,205.84347753468492
pj0qv7efsj,Wil yacine / @kache still be working at Twitter / X at the end of 2025?,0.0099999999999999,0,0.0099999999999999,9.999999999999862e-05,71,23595.142228288016,Q3_large,332.325946877296
Z2z22uUCL8,Will #QuantumComputing trend on X (Twitter) at least once within the next 30 days?,0.0797774436129023,0,0.0797774436129023,0.0063644405094098,34,6421.022080362791,Q2_small,188.8535905989056
QSZzZqRuuE,Will Linda Yaccarino step down as X (f.k.a. Twitter) CEO before the end of 2025?,0.99,1,0.01,0.0001,19,11399.47960876085,Q4_sophisticated,599.9726109874132
sl4kmvygp6,Wil yacine / @kache still be working at Twitter / X at the end of 2026?,0.0116045632585549,0,0.0116045632585549,0.0001346658884218,10,1031.830662230492,Q2_small,103.1830662230492
I8ASZ1tGzo4wS3DoegWC,"Will X ever rebrand back to Twitter and bring back the bird logo by Jan. 1, 2026?",0.0217987452806637,0,0.0217987452806637,0.0004751852958112,17,8951.19521360501,Q4_sophisticated,526.5408949179417
GM6PBBXgdS2wRmd1ynls,Will X (formerly Twitter) release credit cards before EoY 2025?,0.0194484525716094,0,0.0194484525716094,0.0003782423074301,141,26531.813928522184,Q2_small,188.1688931100864
gvV4pgXfq9ueIG91lONQ,Will X (fka Twitter) declare bankruptcy and/or be sold for 50% or below its 2022 purchase price before end of 2025?,0.0235821006088686,0,0.0235821006088686,0.0005561154691268,111,43453.13438174591,Q3_large,391.46967911482807
e391scf2hf,Will X / Twitter become inaccessible in Europe during 2025?,0.0804403802033146,0,0.0804403802033146,0.0064706547672538,20,1302.1139080792127,Q1_retail,65.10569540396064
mqovi7a0fa,Will X (fka Twitter) be sued by the US government for refusing to remove content by the end of 2025?,0.0493199115094891,0,0.0493199115094891,0.0024324536713038,10,5988.327571990848,Q4_sophisticated,598.8327571990848
lde5lugdfw,X (Twitter) Premium will offer a VPN natively or via partnership by 2026.,0.0424088519607002,0,0.0424088519607002,0.0017985107246245,5,5158.129529348531,Q4_sophisticated,1031.6259058697062
BJWeNQrcfxIl8xjokC5G,"Will ""X"" change back to Twitter by the end of 2025?",0.01,0,0.01,0.0001,73,21809.345145300704,Q3_large,298.7581526753521
tttKCjEk9eixtWkD7XGr,Will Twitter (now X) become net-cashflow positive (profitable) by the end of 2024?,0.101604784553783,0,0.101604784553783,0.0103235322442206,35,3332.434573954444,Q2_small,95.21241639869841
zGl9eF0jnXGCVu1lgNU4,Will Elon Musk change the name of “Twitter / X” again by the end of 2025?,0.01,0,0.01,0.0001,20,7616.2143243926,Q3_large,380.81071621963
pDn5NA19kevakyBVFUSs,Will X (formerly Twitter) have a  stock investing feature before 2026?,0.0262437374417441,0,0.0262437374417441,0.0006887337549112,12,1127.1816942813502,Q2_small,93.93180785677919
c35y8miwq2,Will Twitter / x hide the number of posts an account has made by the end of 2025?,0.3243311840244121,0,0.3243311840244121,0.1051907169306771,8,181.2694902603476,Q1_retail,22.65868628254345
EIcIqZN852,Will new users be charged to post on Twitter / X by the end of 2025 in the USA?,0.0356633380884451,0,0.0356633380884451,0.0012718736836107,5,420.0,Q1_retail,84.0
SgZNd6uStt,Will there be a dislike button on Twitter / X before the end of 2025?,0.0796178343949045,0,0.0796178343949045,0.0063389995537344,5,240.0,Q1_retail,48.0
77oZT4JXAuNAAJ8JwbKt,"Will users be able to browse X (formerly Twitter) on the x.com domain on September the 1st, 2023?",0.01,0,0.01,0.0001,103,30234.00491146346,Q3_large,293.5340282666355
0gESq5dFd0FhELsgr5kw,Will Barack Obama make 12 or more Twitter(X) posts in Mar 2024?,1.0,1,0.0,0.0,96,37119.987629398536,Q3_large,386.66653780623477
eo8z6inhsv,Will Kamala Harris join a twitter (X) space with Elon Musk before the end of 2024?,0.01,0,0.01,0.0001,89,28852.162019987205,Q3_large,324.1815957301933
6HalCyviY0yeTC7FQMve,"Will the ""X"" rebrand of Twitter ultimately fail?",0.4139544172601315,0,0.4139544172601315,0.171358259569175,88,8222.114511645415,Q2_small,93.43311945051609
LNcYn8SdLzhFgdBNBwlL,Will X (fka Twitter) implement some form of prediction markets by the end of 2023?,0.02,0,0.02,0.0004,68,18277.31904044639,Q3_large,268.7841035359763
CsYsnw87hGq6DH97zX0l,Will Elon Musk's X sign stay up over the San Francisco twitter office until 1 September?,0.04,0,0.04,0.0016,68,8355.899766706652,Q2_small,122.88087892215665
ckza4h48k3,Will X (FKA Twitter) reverse their Private Like policy by end of 2024?,0.0237371945398761,0,0.0237371945398761,0.0005634544046239,63,9706.820264981963,Q2_small,154.07651214257083
i43PDpsz9bDFsKanKXqD,Will Twitter(X) remove the ability to block other users before September 19th?,0.01,0,0.01,0.0001,63,17612.236121122984,Q3_large,279.55930350988865
ASKJPTUCoLIyx4eM9ojs,Will new users be charged to post on Twitter / X by the end of 2024 in the USA?,0.0568589823320375,0,0.0568589823320375,0.0032329438718349,61,5258.270285262332,Q1_retail,86.20115221741528
ztCAiWuTBequx03McU4x,Will Twitter / X launch peer to peer payments by EOY 2024,0.01,0,0.01,0.0001,61,13594.816226125,Q3_large,222.865839772541
QoMP3CQtRak0ugeidZ4D,Will Twitter's logo still be an X by the end of August? (NB - even a temporary change resolves to NO),1.0,1,0.0,0.0,57,52462.53550574668,Q4_sophisticated,920.3953597499418
Izxc5tzE1J9jMwUUjZRe,Will Twitter (X) roll back part or all of the October change to link embeds in a meaningful way before the end of 2023?,0.03,0,0.03,0.0009,56,5988.816276795603,Q2_small,106.94314779992148
71MxreWqLm4slu03yUxc,Will Trump come back to X (Twitter) in 2024?,0.99,1,0.01,0.0001,55,21345.93651441836,Q3_large,388.1079366257884
C2XfUxkkLSZeNdbSGshd,2023: Will X become Twitter again?,0.02,0,0.02,0.0004,54,7441.843956236294,Q2_small,137.81192511548693
g7SJ4nJYdssQeXPL1Z7X,Will X (was Twitter) be renamed in the next year?,0.01,0,0.01,0.0001,49,15463.35209792866,Q3_large,315.5786142434421
4d0bhdC3DWvxHFRcuHdf,X (twitter) will replace your bank account by the end of 2024.,0.026145925998476,0,0.026145925998476,0.0006836094463177,44,7550.041300356185,Q2_small,171.59184773536785
5xzwTHvDivI9CoIXoGaF,"Will X (formerly Twitter) see a significant return of advertisers by January 1, 2025?",0.2908785189542343,0,0.2908785189542343,0.0846103127890088,44,3063.064266406924,Q1_retail,69.61509696379373
FcEOdzgnsa1w5w1vRS89,Will Elon Musk reach 175M followers on Twitter (X) in 2023?,0.02,0,0.02,0.0004,41,9664.189375789076,Q3_large,235.7119359948555
IBwlClLwpZKluWnA5DbD,Will Elon Musk change X back to Twitter before the end of 2023?,0.04,0,0.04,0.0016,40,5321.872585707371,Q2_small,133.0468146426843
yO8nlAeuF77Yv23PzyNe,Will X (fka Twitter) integrate cryptocurrencies before the end of 2023?,0.03,0,0.03,0.0009,37,8233.607893447424,Q3_large,222.52994306614661
8t2yTinyAcBvCZy3csIQ,"Will X (fka Twitter) come public in 2024 under the ""X"" stock ticker?",0.025763840446671,0,0.025763840446671,0.0006637754745615,35,6889.866144998563,Q2_small,196.85331842853037
YVNyKzsiRI1lWuZ4oBZB,Will Microsoft win $10+ million from Twitter for trademarking X before 2025?,0.0161177408871891,0,0.0161177408871891,0.0002597815713065,34,11327.996276443966,Q3_large,333.17636107188133
NdqdDb5ySrhx9tDG1cB0,Will X (Twitter) Be a Pay To Use App on or Before 2024?,0.01,0,0.01,0.0001,34,10915.950550428768,Q3_large,321.0573691302579
GeYRCUI1lYiIGfRNBnJk,Will Twitter (X) accept my appeal on the tweet for which I was suspended?,0.26,0,0.26,0.0676,34,1541.0796752770198,Q1_retail,45.32587280226529
zZUxfHgxiENKPGhsIAMS,"The NYTimes will still use ""Twitter"" when referring to ""X"" in 2024.",0.92,0,0.92,0.8464,33,4968.587913425386,Q2_small,150.5632701037996
94GdtAEgn3mPQ6vDrFEM,Will Twitter's logo continue to be an X for the whole of the rest of 2023?,1.0,1,0.0,0.0,33,57201.46064619215,Q4_sophisticated,1733.377595339156
hN51Pb4QCGRt9Mzf0Qh0,Will Twitter's logo still be an X by 31st July?,1.0,1,0.0,0.0,33,30984.19847328972,Q4_sophisticated,938.9151052512037
GU2YKirjOM5pStMHWDFa,Will Elon change X's name back to Twitter before the end of 2023?,0.03,0,0.03,0.0009,32,3612.694800787838,Q2_small,112.89671252461994
HJJPualRyLNP6x0BqQwk,Will Twitter / X allow users to send payments to each other by end of 2023?,0.02,0,0.02,0.0004,32,5283.913537076192,Q2_small,165.122298033631
xAzfjO4PPYAF6VM1wSD6,"Will X, formerly known as Twitter, have a major outage within a month?",0.01,0,0.01,0.0001,30,7107.435390704255,Q3_large,236.91451302347517
r49ijp9Fl7ByY757jBHt,Will x.com be the primary domain of Twitter / X by H2 2024?,0.99,1,0.01,0.0001,30,7677.964102539528,Q3_large,255.93213675131759
xbiF5NghlKkGM21xFCxb,Will twitter / X no longer be available in Europe by end of January 2024,0.01,0,0.01,0.0001,30,7058.8624640141325,Q3_large,235.29541546713776
3fDH8blYGseKnF6CbIpG,"Will @realDonaldTrump post on X, formal Twitter, “Merry Christmas” or any other Christmas wish?",0.04,0,0.04,0.0016,29,4023.005023312522,Q2_small,138.72431114870767
CoTD7YV2IYRjlhpxtQFL,Will the Twitter Wikipedia article be moved to X by the end of 2024? 🐦⁉️,0.0244859042771738,0,0.0244859042771738,0.0005995595082709,28,6880.077679887237,Q3_large,245.71705999597273
NOVDC1XyWqkLgnb0P4Qn,Will X (Twitter) Suffer a Major Outage in 2024?,0.0321926911260295,0,0.0321926911260295,0.0010363693619359,28,6804.34220478513,Q3_large,243.01222159946892
rxDkK9ETfIN2rDZ88I8S,Will Twitter / X be blocked in Europe before 2024,0.02,0,0.02,0.0004,27,4125.079990987901,Q2_small,152.78074040695927
B2AaHlIAUaUJ5N5mkRZt,Will Yann LeCun insult a respected AI researcher on Twitter (X) in 2023?,0.98,1,0.02,0.0004,26,13455.462120775352,Q4_sophisticated,517.5177738759751
BRpccpQEiGFVNPPqQjW0,Will we believe X was a good business move for Twitter in mid 2024?,0.01,0,0.01,0.0001,24,12500.107631104727,Q4_sophisticated,520.8378179626969
zznb8oZbnxUtNWqRe3G4,Will Twitter / X drop out of the top 5 most visited websites by January 2024?,0.03,0,0.03,0.0009,22,2400.021698370991,Q2_small,109.0918953804996
mZGV2NkuXMj0Gr8BBvcI,Will X (Twitter) verification require face identification by 2024?,0.01,0,0.01,0.0001,22,3557.895267534745,Q2_small,161.72251216067022
XWVPWVAvteIPYoMVJWId,Will X (Formerly Twitter) exist in July 2024,0.99,1,0.01,0.0001,22,3427.0826503328053,Q2_small,155.7764841060366
aG6lzVzFFbQC4XarDvRI,Will Barack Obama make 8 or more Twitter(X) posts in May 2024?,0.99,1,0.01,0.0001,21,13228.580470919904,Q4_sophisticated,629.9324033771383
YOoCJlnRSDYThijniI1c,Will Twitter (X) go bankrupt before 2025,0.0142467701003116,0,0.0142467701003116,0.0002029704582911,21,8328.908220384177,Q3_large,396.6146771611513
b7PYqBWj5Y0AhoiVAzth,"By the end of April 2025, will another country ban X (old Twitter)?",0.95,1,0.05,0.0025,20,1353.2491694216862,Q1_retail,67.6624584710843
5DEyTZfp84sdMBvDwliT,Will Twitter's logo still be an X by Tuesday evening?,0.98,1,0.02,0.0004,19,1927.7496954844528,Q2_small,101.46051028865541
WmLk2A3CZ0z24Sdo64me,Will X / Twitter become inaccessible in Europe during 2024?,0.0100152686944136,0,0.0100152686944136,0.0001003056070213,19,12110.68457062417,Q4_sophisticated,637.4044510854826
BvwQxMMkZM3KNL9kBS8A,"Will Elon Musk alter the Community notes section on ""X"" (formerly Twitter) by 2024?",0.02,0,0.02,0.0004,19,3401.0637830143696,Q2_small,179.0033570007563
o7z728fc3z,Will Libs of TikTok be banned or suspended from Twitter / X by EOY 2024?,0.0266742421338109,0,0.0266742421338109,0.0007115151934131,18,6141.267292634515,Q3_large,341.18151625747305
XnwaSOYBADZyJ2NWxcwt,"Will The BaseRateTimes Twitter (X) account reach 10,000 followers in 2024?",0.0174777846631885,0,0.0174777846631885,0.0003054729567327,18,8487.35427312139,Q4_sophisticated,471.51968184007717
fcy83RKtPhadc7vevmi3,Will Barack Obama make 12 or more Twitter(X) posts in Feb 2024?,0.0,0,0.0,0.0,18,88781.39055426526,Q4_sophisticated,4932.29947523696
rcqkWq8wOMie6mHtrsGw,Will Twitter change their app icon to an x and away from a bird in August,0.97,1,0.03,0.0009,17,1153.468466994631,Q1_retail,67.85108629380181
w48qohjgy2,Will Destiny be banned or further limited on Twitter / X by the end of 2024?,0.181339562996155,0,0.181339562996155,0.0328840371076364,17,287.51620662983794,Q1_retail,16.91271803704929
0z4qaZDyV1167SQEESKS,Will X / Twitter be banned in India (even temporarily) between now and Dec 31 2024,0.0389154761496605,0,0.0389154761496605,0.0015144142839547,17,2999.1137629503646,Q2_small,176.4184566441391
8wxlPv5QmypZ0gvaRgfF,Will Barack Obama make 12 or more Twitter(X) posts in May 2024?,0.03,0,0.03,0.0009,17,3889.253245842535,Q3_large,228.7796026966197
Rn2027Yis0oquxvZWz4S,Gambling on Twitter / X before 2025,0.0326750060811767,0,0.0326750060811767,0.0010676560224049,10,1332.3515302692667,Q2_small,133.23515302692667
ySVDbuZrPRM1czrxTRbI,"By the end of the year, will news articles stop constantly pointing out X was formerly Twitter?",0.09,0,0.09,0.0081,16,829.1791650913,Q1_retail,51.82369781820625
aYduQmkBuCKL2OFQJpB3,Will Twitter be referred to as X more than Twitter in my experience in six months?,0.0,0,0.0,0.0,16,201485.42576710283,Q4_sophisticated,12592.839110443927
u3LpEHy4GlQlDoG1vV3k,Will Barack Obama make 8 or more Twitter(X) posts in Jun 2024?,0.99,1,0.01,0.0001,15,16301.848035624258,Q4_sophisticated,1086.7898690416173
RSIPPpIDXDqDJOhwdzqs,Will Barack Obama make 12 or more Twitter(X) posts in Apr 2024?,0.03,0,0.03,0.0009,15,2111.9432282615912,Q2_small,140.79621521743942
04eacvnevn,Will Ken Klippenstein's account be unbanned from Twitter / X by the end of October?,0.98,1,0.02,0.0004,15,7542.470126687203,Q4_sophisticated,502.8313417791469
kOyq57cpYKnsIEVydlXe,Will Barack Obama make 8 or more Twitter(X) posts in Jul 2024?,0.99,1,0.01,0.0001,15,2326.4838003306763,Q2_small,155.0989200220451
t1LyglAwh2kBLf1lbjfs,Will Barack Obama make 8 or more Twitter(X) posts in Mar 2024?,1.0,1,0.0,0.0,14,23351.536953898627,Q4_sophisticated,1667.9669252784734
5hgpAxtelluySwOmGgj9,Will X — Twitter lose at least 75 million in ad revenue by the end of the year?,0.19,1,0.81,0.6561000000000001,14,1096.4293023260586,Q1_retail,78.31637873757562
xppofd8961,Will Libs of Tik Tok be banned from Twitter / X by the end of July?,0.01,0,0.01,0.0001,14,1496.1789617927825,Q2_small,106.8699258423416
EN4opxZlxArKoUKAAp5F,Will a twitter (X) post about Lantern Bioworks get over a million views before July?,0.99,1,0.01,0.0001,13,4595.143580765785,Q3_large,353.47258313582967
WO5w1fQZFMLDcsbcrBnO,Will Elon Musk step down from his current roles in X (Twitter) this year,0.07,0,0.07,0.0049,13,812.980020381136,Q1_retail,62.53692464470277
sC1Ysjstn7qrDsCrdTK0,"Will @getAlby reach 14,000 followers on Twitter (X) in 2023?",0.95,1,0.05,0.0025,13,1419.7016550047754,Q2_small,109.20781961575196
VoPUmnDt4qXL9vglfNBB,"Will creditors repossess X / Twitter from Elon Musk and other current shareholders before January 1, 2025?",0.01,0,0.01,0.0001,13,4272.691902185816,Q3_large,328.66860786044737
uQiCCXv20QiV61VbhwYM,Will Barack Obama make 8 or more Twitter(X) posts in Feb 2024?,1.0,1,0.0,0.0,12,6418.406143695425,Q4_sophisticated,534.8671786412855
YdFMv3np9x5890YVniyA,Will Twitter rename to X *if* it renames within a year? [Musk Tweet],0.99,1,0.01,0.0001,12,3004.4344149289327,Q3_large,250.36953457741106
bZTs7VhnhNlLqodYuUNl,Will Barack Obama make 8 or more Twitter(X) posts in Apr 2024?,0.99,1,0.01,0.0001,12,2837.0816788392794,Q3_large,236.4234732366066
JfQ7h4TvjhJlF92PoHLf,Will Twitter be referred to as X more than Twitter in my experience in a month?,0.07,0,0.07,0.0049,12,824.3981712079178,Q1_retail,68.69984760065982
EfzGHY3nrPoHk4fVJZvI,Will every new user of X (Twitter) in the US have to pay to post by March 31st 2024?,0.0,0,0.0,0.0,12,4121.499369775235,Q3_large,343.4582808146029
uofIDWJL5uwEyy56cKG4,"Will Twitter (X) have a login wall on January 15, 2024?",0.0,0,0.0,0.0,12,1865.0122279404727,Q2_small,155.41768566170606
1UsQotP0Lofnn931Fr3h,Will Barack Obama make 12 or more Twitter(X) posts in Sep 2024?,0.99,1,0.01,0.0001,11,1045.7907330409878,Q2_small,95.07188482190799
f75Mh4a8HQKQ3INigs2r,Will Blue Sky have half as many users as X (Twitter) by the end of 2023?,0.04,0,0.04,0.0016,10,464.14246615777006,Q1_retail,46.414246615777
1esjicreig,Will Ken Klippenstein's account be unbanned from Twitter / X by the end of September?,0.01,0,0.01,0.0001,10,1272.052667338016,Q2_small,127.2052667338016
AuNNMGiLq7Qx49eX1rYI,"[Metaculus] Will X (formerly Twitter) be a public company on May 31, 2024?",0.02,0,0.02,0.0004,10,1084.397614239727,Q2_small,108.43976142397271
eE1BAeO2YAYUylA2yHzB,will elon sell twitter (x) before 2024?,0.02,0,0.02,0.0004,10,939.8283224928388,Q2_small,93.98283224928387
VEMelfGW3ozObSRADzUl,"Will the social media site formerly known as Twitter be profitable ""early 2024""?",0.04,0,0.04,0.0016,39,5860.930348068576,Q2_small,150.28026533509168
mR9hGGhyZB7vNO9uyGgx,Will x.com under X corp. go public (IPO) by the end of 2024?,0.01,0,0.01,0.0001,24,12022.998512257423,Q4_sophisticated,500.9582713440593
7a9HVDG7hmUwvK4ylEJT,Will Elon Musk Purchase United States Steel Corporation (X Ticker Symbol) before 2025?,0.0480669725024193,0,0.0480669725024193,0.0023104338455483,21,2395.321705623842,Q2_small,114.06293836304009
yZtt9QqN66,"Elon Musk or X Corp. acquires TikTok before April 1st, 2025",0.0099999999999999,0,0.0099999999999999,9.999999999999972e-05,17,2097.1631220892523,Q2_small,123.36253659348543
X4j0Ko8VEs1YraGO1HZY,Did Elon Musk offer to buy United States Steel Corporation (NYSE: X) or any of its assets?,0.02,0,0.02,0.0004,16,4676.124523355649,Q3_large,292.2577827097281
np0EgAUyAP,"Elon Musk acquires TikTok US operations by Jan 19, 2025",0.01201221220714,0,0.01201221220714,0.0001442932421093,13,1417.5182789279354,Q2_small,109.03986760984118
Cy5uu26RRO,Will Elon Musk be fired by the end of April 2025 ?,0.0099999999999999,0,0.0099999999999999,9.999999999999984e-05,12,959.4466644657708,Q1_retail,79.9538887054809
LnbsZ9SpoesKxG4h4QvM,Will someone run a Manifold plays chess (or other game) market with conditional markets?,0.98,1,0.02,0.0004,10,6045.412183089999,Q4_sophisticated,604.541218309
vabjG2BD5CIVjtuJc2nO,Will X.AI Corp merge with or be acquired by X Corp or X Holdings Corp by the end of 2024?,0.1,0,0.1,0.01,8,649.2143153122196,Q1_retail,81.15178941402745
Uln0hnC6OQ,Tyrese Haliburton scores 20+ points in Game 6 of the NBA Finals,0.3611114885900391,0,0.3611114885900391,0.1304015071917139,8,153.26940796407197,Q1_retail,19.158675995508997
lzOdh2y005,NBA - Cavs beat Thunder Feb 22,0.5529391264405645,0,0.5529391264405645,0.3057416775488546,6,485.0,Q1_retail,80.83333333333333
qngSSsQ0NS,NBA - Celtics beat Nuggets Feb 25,0.4177729167458317,0,0.4177729167458317,0.1745342099663196,13,790.8988195181555,Q1_retail,60.83837073216581
uRtlpplUOd,NBA Finals Game 1 🏀  Will OKC Thunder win vs IND Pacers?,0.0011592711719229,0,0.0011592711719229,1.343909650051699e-06,29,42483.33958742906,Q4_sophisticated,1464.9427443941054
zIIcEOcOzQ,NBA - Rockets beat Hornets Feb 19,0.6019406364889858,1,0.3980593635110142,0.1584512568787937,6,175.0,Q1_retail,29.166666666666668
AQ8hgCIQEy,Zohran wins NYC primary or Indiana Pacers win NBA finals?,0.99,1,0.01,0.0001,24,1681.8725116939954,Q1_retail,70.07802132058315
gts8Qussc2,Pacers win Game 6 of NBA finals?,0.99639803151174,1,0.0036019684882599,1.2974176990418022e-05,22,2845.995385779919,Q2_small,129.36342662635997
OlPg89SPu8,NBA - Pistons beat Knicks Feb 19,0.4900000000000004,1,0.5099999999999996,0.2600999999999995,20,2643.1855177419498,Q2_small,132.1592758870975
yUSsnLdqPS,NBA - Warriors beat Pelicans Feb 24,0.5509347180787795,0,0.5509347180787795,0.3035290635845442,20,1612.105632179526,Q1_retail,80.6052816089763
cdp6SEEg0Z,NBA - 76ers beat Pelicans Feb 21,0.66,0,0.66,0.4356,20,5257.603668241392,Q3_large,262.88018341206964
nz9gcNQZLq,NBA - Pacers beat Wizards Feb 20,0.47,0,0.47,0.2208999999999999,18,1918.0,Q2_small,106.55555555555556
yPIU26IlSl,NBA - Nuggets beat Clippers Feb 19,0.6700000000000002,0,0.6700000000000002,0.4489000000000002,17,1335.59009391131,Q1_retail,78.56412317125353
UQSUhcqOq5,NBA - Nuggets beat Warriors Feb 22,0.6407379168291997,0,0.6407379168291997,0.4105450780626224,17,1259.6374571630397,Q1_retail,74.09632100959057
u8pCzd6ZOc,NBA - Raptors beat Bucks Feb 22,0.6284829698687316,1,0.3715170301312683,0.1380249036775577,16,971.0179164511108,Q1_retail,60.68861977819442
29pscStnSZ,Shai Gilgeous-Alexander gets at least 7 assists in game 6 of NBA finals?,0.01,0,0.01,0.0001,15,1709.3372715782173,Q2_small,113.95581810521449
s9LdQOq5h8,NBA - Thunder beat Pistons Feb 25,0.2168780083481761,0,0.2168780083481761,0.0470360705050715,15,2383.9692366442578,Q2_small,158.9312824429505
InqONhhl8U,OKC win the NBA Finals Game 7,0.9928302615590938,1,0.0071697384409061,5.1405149311007805e-05,13,3075.19842653599,Q3_large,236.5537251181531
PlEL8znQQq,Oklahoma City Thunder win the 2025 NBA Finals,0.9899999999999998,1,0.0100000000000002,0.0001,30,4189.452258047965,Q2_small,139.64840860159885
ytnSQdLLUR,Will the Indiana Pacers win the NBA title?,0.01,0,0.01,0.0001,15,3110.8776411548383,Q3_large,207.3918427436559
QOyPINEUz0,NBA - Spurs beat Pistons Feb 23,0.4644356447592505,1,0.5355643552407495,0.2868291786044397,12,578.2736158009903,Q1_retail,48.18946798341586
NR5qt8LtS8,Wolves or Pacers in 2025 NBA Finals?,0.992003309426052,1,0.007996690573948,6.394706013546925e-05,20,2901.0753117714125,Q2_small,145.05376558857063
LEALz8zsZO,NBA - Celtics beat Lakers Feb 22,0.5253819520735942,1,0.4746180479264058,0.225262291417472,10,344.8899039158868,Q1_retail,34.48899039158868
6uzRPu2lZ6,NBA Draft - Mavericks trade number 1 pick?,0.01,0,0.01,0.0001,13,1076.7420379659764,Q1_retail,82.82631061276741
Pd5QPqE2zg,NBA - Celtics beat Nuggets Feb 25,0.4236854701873849,0,0.4236854701873849,0.1795093776479054,9,580.0,Q1_retail,64.44444444444444
Nn5l2tU6gL,NBA - Hawks beat 76ers Feb 19,0.4299999999999999,1,0.5700000000000001,0.3249000000000001,9,557.0185807276378,Q1_retail,61.89095341418197
UtsOQ8yz6l,NBA - Magic beat Suns Feb 21,0.4610451607488623,0,0.4610451607488623,0.2125626402499443,8,556.0728618023436,Q1_retail,69.50910772529295
OIu0nnzPhl,Shai Gilgeous Alexander scores 35+ points in NBA Finals Game 5?,0.48402988787076,0,0.48402988787076,0.2342849323521805,8,295.99663210800946,Q1_retail,36.99957901350118
UlfFCfoQd72kb5aLXpBn,Will the Oklahoma City Thunder win an NBA Championship in the next 5 years?,0.9940387482330396,1,0.0059612517669602,3.553652262908699e-05,49,9420.837235890913,Q2_small,192.261984405937
